date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:39	21352/21352	---M--	200	added ('OK')	application/font-woff	etag:%22244c7a822d26c39be6128a5615d7eadb594cf005%22	https://use.typekit.net/af/4db0e6/00000000000000007735eeb7/30/d?subset_id=2&fvd=i5&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/4db0e6/00000000000000007735eeb7/30/d416c	(from https://use.typekit.net/ihc5pxm.css)
19:20:39	32064/32064	---M-Z	200	added ('OK')	font/opentype	etag:W/%22244c7a822d26c39be6128a5615d7eadb594cf005%22	https://use.typekit.net/af/4db0e6/00000000000000007735eeb7/30/a?subset_id=2&fvd=i5&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/4db0e6/00000000000000007735eeb7/30/a416c	(from https://use.typekit.net/ihc5pxm.css)
19:20:39	22004/22004	---M--	200	added ('OK')	application/font-woff2	etag:%2276c7b947ff4db4ac25e6876ead9b7e0d50d64616%22	https://use.typekit.net/af/9e7dcb/00000000000000007735eebb/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/9e7dcb/00000000000000007735eebb/30/le196	(from https://use.typekit.net/ihc5pxm.css)
19:20:40	22516/22516	---M--	200	added ('OK')	application/font-woff	etag:%2276c7b947ff4db4ac25e6876ead9b7e0d50d64616%22	https://use.typekit.net/af/9e7dcb/00000000000000007735eebb/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/9e7dcb/00000000000000007735eebb/30/de196	(from https://use.typekit.net/ihc5pxm.css)
19:20:40	34556/34556	---M-Z	200	added ('OK')	font/opentype	etag:W/%2276c7b947ff4db4ac25e6876ead9b7e0d50d64616%22	https://use.typekit.net/af/9e7dcb/00000000000000007735eebb/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/9e7dcb/00000000000000007735eebb/30/ae196	(from https://use.typekit.net/ihc5pxm.css)
19:20:40	19896/19896	---M--	200	added ('OK')	application/font-woff2	etag:%22491aa9f2637c2ab46b24633b719d56bdd8279d38%22	https://use.typekit.net/af/2c8795/00000000000000007735eebd/30/l?subset_id=2&fvd=i4&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/2c8795/00000000000000007735eebd/30/lee82	(from https://use.typekit.net/ihc5pxm.css)
19:20:41	20424/20424	---M--	200	added ('OK')	application/font-woff	etag:%22491aa9f2637c2ab46b24633b719d56bdd8279d38%22	https://use.typekit.net/af/2c8795/00000000000000007735eebd/30/d?subset_id=2&fvd=i4&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/2c8795/00000000000000007735eebd/30/dee82	(from https://use.typekit.net/ihc5pxm.css)
19:20:41	31100/31100	---M-Z	200	added ('OK')	font/opentype	etag:W/%22491aa9f2637c2ab46b24633b719d56bdd8279d38%22	https://use.typekit.net/af/2c8795/00000000000000007735eebd/30/a?subset_id=2&fvd=i4&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/2c8795/00000000000000007735eebd/30/aee82	(from https://use.typekit.net/ihc5pxm.css)
19:20:41	20312/20312	---M--	200	added ('OK')	application/font-woff2	etag:%22f57b0f1461c4395920688834a34f97596add0df3%22	https://use.typekit.net/af/92f8dc/00000000000000007735eeb6/30/l?subset_id=2&fvd=n6&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/92f8dc/00000000000000007735eeb6/30/le54d	(from https://use.typekit.net/ihc5pxm.css)
19:20:41	20764/20764	---M--	200	added ('OK')	application/font-woff	etag:%22f57b0f1461c4395920688834a34f97596add0df3%22	https://use.typekit.net/af/92f8dc/00000000000000007735eeb6/30/d?subset_id=2&fvd=n6&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/92f8dc/00000000000000007735eeb6/30/de54d	(from https://use.typekit.net/ihc5pxm.css)
19:20:42	31660/31660	---M-Z	200	added ('OK')	font/opentype	etag:W/%22f57b0f1461c4395920688834a34f97596add0df3%22	https://use.typekit.net/af/92f8dc/00000000000000007735eeb6/30/a?subset_id=2&fvd=n6&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/92f8dc/00000000000000007735eeb6/30/ae54d	(from https://use.typekit.net/ihc5pxm.css)
19:20:42	21016/21016	---M--	200	added ('OK')	application/font-woff2	etag:%226b173e6e0e846f87b84ef191f90154d89b93c99a%22	https://use.typekit.net/af/a71dc5/00000000000000007735eec2/30/l?subset_id=2&fvd=i6&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/a71dc5/00000000000000007735eec2/30/l4fe6	(from https://use.typekit.net/ihc5pxm.css)
19:20:42	21700/21700	---M--	200	added ('OK')	application/font-woff	etag:%226b173e6e0e846f87b84ef191f90154d89b93c99a%22	https://use.typekit.net/af/a71dc5/00000000000000007735eec2/30/d?subset_id=2&fvd=i6&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/a71dc5/00000000000000007735eec2/30/d4fe6	(from https://use.typekit.net/ihc5pxm.css)
19:20:43	32528/32528	---M-Z	200	added ('OK')	font/opentype	etag:W/%226b173e6e0e846f87b84ef191f90154d89b93c99a%22	https://use.typekit.net/af/a71dc5/00000000000000007735eec2/30/a?subset_id=2&fvd=i6&v=3	C:/My%20Web%20Sites/seeking/use.typekit.net/af/a71dc5/00000000000000007735eec2/30/a4fe6	(from https://use.typekit.net/ihc5pxm.css)
19:20:44	18/18	---M--	404	error ('Not%20Found')	text/plain	date:Tue,%2004%20Mar%202025%2011:46:12%20GMT	http://cdnjs.cloudflare.com/robots.txt		(from http://cdnjs.cloudflare.com/ajax/libs/semantic-ui/2.2.12/semantic.min.css)
19:20:44	1/1	---M--	200	added ('OK')	text/plain	etag:%2267c0a2c0-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/ihc5pxm.css)
